"REF_DATE","GEO","DGUID","Cost of fuel for electric power generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","929","","r","","0"
"2014","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","910","","","","0"
"2015","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","1025","","","","0"
"2016","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","1984","","","","0"
"2017","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","1503","","","","0"
"2018","Northwest Territories","2016A000261","Natural gas","Dollars","81","thousands","3","v52310213","13.24","3888","","","","0"
"2005","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","21532","","","","0"
"2006","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","21532","","","","0"
"2007","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","22172","","","","0"
"2008","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","27134","","","","0"
"2009","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","44235","","","","0"
"2010","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","4023","","","","0"
"2011","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","16129","","","","0"
"2012","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","31299","","","","0"
"2013","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","30674","","","","0"
"2014","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","53570","","","","0"
"2015","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","41948","","","","0"
"2016","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","46455","","","","0"
"2017","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","53031","","","","0"
"2018","Nunavut","2016A000262","Total petroleum products","Dollars","81","thousands","3","v52310215","14.14","45825","","","","0"
"2005","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","21532","","","","0"
"2006","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","21532","","","","0"
"2007","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","22172","","","","0"
"2008","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","27134","","","","0"
"2009","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","44235","","","","0"
"2010","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","4023","","","","0"
"2011","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","16129","","","","0"
"2012","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","31299","","","","0"
"2013","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","30674","","","","0"
"2014","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","53570","","","","0"
"2015","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","41948","","","","0"
"2016","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","46455","","","","0"
"2017","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","53031","","","","0"
"2018","Nunavut","2016A000262","Diesel","Dollars","81","thousands","3","v52310216","14.19","45825","","","","0"


